,title,date,contents,link
13,동남아시아 지진해일한국인 51명 연락두절,2004.12.28.,"[동아일보] 26일 인도네시아 수마트라 서부해안에서 발생한 지진과 동남아시아 해역에 몰아친 강력한 지진해일(쓰나미·津波)로 인한 한국인 피해는 사망 2명, 실종 1명, 부상 14명, 연락두절 51명으로 나타났다. 또 이번...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&oid=020&aid=0000277678
14,동남아 지진해일피해 왜 컸나,2004.12.28.,거대한 지진해일(쓰나미)은 여기서 그치지 않고 지진 발생 14∼15시간 만인 27일 0시 진앙으로부터 6000km 떨어진 아프리카 소말리아와 케냐 해안에 도착해 역시 사망자를 발생시켰다. 지진 발생에서 해일이 닥칠 때까지...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000277686
15,동아프리카 해안 초긴장쓰나미 여파 강풍침수,2004.12.28.,[동아일보] 동아프리카 해안 국가들이 인도네시아 수마트라 서부해안에서 발생한 지진과 지진해일(쓰나미)... 소말리아의 경우 100명이 넘는 어부가 쓰나미로 목숨을 잃었다. 마다가스카르 섬 동북쪽의 인도양 세이셸...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000277788
16,동남아 지진해일위험지역 알아도 언제 터질지는 몰라,2004.12.28.,지진해일(쓰나미·津波)이 밀려왔다. 거대한 해일은 홋카이도 연안 오쿠시리(奧尻) 섬을 휩쓸어 주민 198명의 목숨을 앗아갔다. 7분 뒤 대피 경보 사이렌이 울렸을 때 섬은 이미 쑥대밭이 되고 난 다음이었다. ▽쓰나미...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000277778
17,동남아 지진해일한국의 지진해일 대비,2004.12.28.,[동아일보] 지진으로 인해 발생하는 해일인 지진해일(쓰나미)에 대한 우리나라의 방재시스템은 얼마나 잘 갖춰져 있을까. 지진해일은 해안에 닥칠 때까지 시간차가 있어 미리 준비하면 인명 및 재산피해를 크게 줄일 수...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000277779
18,푸케트 한국인 관광객들 내륙 이동뒤 쓰나미 닥쳐,2004.12.29.,[동아일보] “쓰나미가 하루만 빨리 왔어도 한국인 피해는 훨씬 컸을 겁니다. ” 푸케트 현지 한국여행사인... 5일째 되는 날이 바로 쓰나미가 닥친 일요일이었다. 이때 한국인 단체관광객들은 해변을 떠나 호텔에서...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&oid=020&aid=0000277957
19,박형준기자 푸케트 현지르포천국과 지옥이 한곳에,2004.12.29.,[동아일보] 《거대한 지진해일(쓰나미·津波)이 휩쓸고 지나간 지 사흘째인 28일. 태국 남쪽 휴양지 푸케트의... 쓰나미에 떠밀린 승용차가 건물 안쪽으로 머리를 처박은 모습도 흔했다. 삶의 터전을 완전히 잃어버린...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000277798
20,한국인 연락두절 593명사망실종 15명,2004.12.29.,"[동아일보] 외교통상부는 인도네시아 수마트라 서부해안에서 발생한 지진과 지진해일(쓰나미·津波)로 인한 한국인 피해가 사망 및 실종 15명(사망 3, 실종 12명), 부상 17명이라고 28일 밝혔다. 또 피해지역에서 연락이...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000277797
21,동남아 지진해일13세 소녀 기적의 생환,2004.12.29.,[동아일보] 쓰나미(지진 해일)가 휩쓸고 간 지 이틀 만에 13세 인도 소녀가 기적처럼 살아 돌아왔다. 메나... 갑자기 밀어닥친 쓰나미로 라즈세하르 양은 부모를 비롯해 77명의 기지 사람들과 함께 쓸려 나갔다. 그러나 이틀...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&oid=020&aid=0000278090
22,한국인 615명 소재파악 안돼동남아 사망 7만명 육박,2004.12.29.,"[동아일보] 인도네시아 수마트라 서부해안에서 발생한 지진과 지진해일(쓰나미·津波)로 인한 한국인 피해는 29일 오후 4시(한국시간) 현재 사망 4, 실종 11, 부상 17명이며 615명이 연락두절 상태인 것으로 나타났다....",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278029
23,동남아 지진해일리롄제 몸 날려 딸 구했다,2004.12.29.,"[동아일보] 동남아시아와 남아시아를 강타한 대지진과 지진해일(쓰나미)은 유명 인사도, 부자도 비켜가지 않았다. 독일 통일을 이룩해 낸 헬무트 콜 전 독일 총리는 쓰나미가 들이닥칠 때 스리랑카 남부 해안에서 휴가를...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278053
24,동남아 지진해일집단몰살 현장 속속 드러나,2004.12.29.,높이 10m가 넘는 지진해일(쓰나미)이 열차를 덮쳤다. 3일 뒤인 29일 확인된 사망자만 802명이었다. 앞서 기차표는 1000장이 팔렸다. 인도네시아 강진과 이에 따른 쓰나미는 ‘바다의 여왕’ 같은 떼죽음 현장을 피해지역...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278059
25,동남아 지진해일여행사 직원등 줄잇는 추모 발길,2004.12.29.,이번 쓰나미로 사망한 한국인 4명의 넋을 기리는 분향소다. 푸껫 여행자협회 소속 10여 명의 여성이 부지런히... 이들의 주제는 자연스레 쓰나미의 악몽으로 되돌아갔다. 피피 섬에서 쓰나미가 몰아닥칠 때 화장실에...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278094
26,동남아 지진해일관광산업 주가 곤두박질,2004.12.30.,[동아일보] 동남아시아와 남아시아를 휩쓴 쓰나미(지진해일)는 인명 피해뿐 아니라 이 지역의 경제... 이번 쓰나미가 주는 충격은 어느 때보다 컸다. ▽실제 피해는 얼마?=세계은행은 피해 지역 전체에 필요한 구호...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000278092
27,동남아 지진해일정부 실종확인 요청 밀려들자 당황,2004.12.30.,[동아일보] 동남아시아와 남아시아를 강타한 지진해일(쓰나미)로 태국에서만 37개국 473명의 외국인이... 태국 정부의 발표가 사실이라면 이번 쓰나미 피해는 한국 국민의 최대 해외 재난으로 기록될 전망이다. 이에 대해...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278077
28,정부 한국인 36명 사망 한국외교부 신빙성 확인중,2004.12.30.,[동아일보] 인도네시아 수마트라 섬 서부해안에서 발생한 지진과 지진해일(쓰나미·津波)로 인해 사망한 한국인이 모두 36명으로 집계됐다고 로이터통신이 태국 정부의 발표를 인용해 29일 보도했다. 이 통신은 또...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278176
29,동남아 대재앙구호활동은 제2의 테러 전쟁,2004.12.30.,[동아일보] “테러와의 전쟁에서 이기려면 지진해일(쓰나미) 참사를 당한 남아시아 이슬람 국가 국민의 마음을 잡아라.” 강진과 쓰나미로 최악의 참사가 빚어진 남아시아 및 동남아시아 지역의 피해 복구와 지원을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278327
30,테니스샤라포바 태국에 1만달러 전달,2004.12.30.,[동아일보] ‘테니스 요정’ 마리아 샤라포바(17·러시아·사진)가 동남아시아를 휩쓴 지진해일(쓰나미) 피해자 돕기 대열에 동참했다. 세계 랭킹 4위 샤라포바는 30일 태국의 희생자들을 위해 써달라며 1만 달러(약...,https://sports.news.naver.com/news.nhn?oid=020&aid=0000278303
31,동남아 대재앙여권사진 남매는 대사 자녀 모두 안전,2004.12.31.,대사관 측은 “지진해일(쓰나미)로 대사 가족들은 여권과 소지품을 모두 잃어버렸으며 발견된 아이들의 여권에 한국인 성 ‘KIM’이 적혀 있어 캐나다 국적의 한인교포 아이들로 언론이 오해한 것 같다”고 말했다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278320
32,동남아 대재앙 여행가이드 부상자 14명이나 구해,2004.12.31.,[동아일보] 태국을 휩쓸고 간 지진해일(쓰나미)의 아수라장 속에서도 스스로의 안위를 돌보지 않고... 그랬더니 갑자기 큰 파도가 밀려왔어요.” 당시 양 차장 일행이 탄 배는 쓰나미 반대 방향으로 내달려 피해를 보지...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278319
33,동남아 대재앙지구촌에 쓰나미 안전지대는 없다,2004.12.31.,이번에 대규모 피해를 본 인도양 연안은 물론 북미와 지중해 연안까지 지진해일(쓰나미)에서 안전하지 않다는 경보가 잇따르고 있다. 이에 따라 유엔은 내년 말까지 인도양 연안국에 ‘쓰나미 조기 경보 시스템’의 적용...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278332
34,외교부 한국인 사망 8명실종 8명소재 미확인 585명,2004.12.31.,"지진해일(쓰나미·津波)로 인한 한국인 피해가 사망 8명, 실종 8명이라고 발표했다. 또 연락이 두절돼... 쓰나미가 발생한 지 5일째인 이날 푸껫과 카오락에선 실종된 한국인을 찾기 위해 처음으로 굴착기가...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278257
35,동아광장김순덕 칼럼산 사람은 살아야 한다,2004.12.31.,"▼“여러분 행복하세요, 꼭이요”▼ 온갖 정치 경제이론과 이데올로기의 ‘쓰나미’(지진해일) 덕에 우리 모두 공부 좀 했던 지난해였다. 다행히도 인간에겐 놀라운 적응력이라는 축복이 있다. 풍요에 익숙해지듯 고통도...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000278503
36,인도 안다만섬 원주민 지진해일로 멸종위기,2004.12.31.,[동아일보] 인도 안다만 해의 안다만 제도 원주민들이 지진해일(쓰나미)로 인해 지구상에서 사라질 위기에 빠졌다고 영국 BBC 방송이 지난해 12월 30일 보도했다. 안다만 제도의 원주민 숫자는 고작 1000여 명....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278488
37, 아픔 함께 국경없는 사랑 줄이어,2005.01.01.,[동아일보] 사상 유례없는 지진해일(쓰나미·津波)로 고통을 받고 있는 동남아시아에 국내 각계에서도 지원의 손길이 이어지고 있다. 정부는 지난해 12월 30일 열린 고위 당정회의에서 이미 결정한 200만 달러 외에...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278472
38,동남아 대재앙아체서만 40만명 사망,2005.01.01.,[동아일보] 인도네시아 수마트라 섬 서부 해안에서 발생한 지진과 지진해일(쓰나미·津波)로 인도네시아 아체 주에서만 40만 명 이상이 사망한 것으로 추정된다고 말레이시아 베르나마 통신이 지난해 12월 30일...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278485
39,동남아 대재앙실종 한국인5명 떠내려간듯,2005.01.01.,[동아일보] 지진해일(쓰나미·津波)의 강타를 맞은 태국 푸껫 인근 피피 섬은 대재앙 닷새가 지났어도 폐허... 서양인 청년들이 일본인 노부부를 안내하며 쓰나미가 닥쳤을 때의 상황을 설명하다가 상가 밀집지역...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278490
40,과학자들 다음엔 인도 아삼 강진 가능성,2005.01.02.,이곳에서 지진이 일어날 수 있다는 것이 과학자들의 판단”이라고 설명했다. 한편 인도는 지진의 여파와 지진해일(쓰나미)의 재발 가능성을 관찰하기 위한 지진조사선을 인도양에 띄울 것을 제안했다. 뉴델리=연합,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&oid=020&aid=0000278659
41,쓰나미 경보 전면공개한다신청땐 e메일로 제공,2005.01.02.,지진해일(쓰나미)에 관한 정보를 희망자 모두에게 공개하기로 하고 지난해 12월 30일 시행에 들어갔다. IOC... 이는 그동안 26개 회원국의 300여 개 기관과 과학자들에게 정보를 전달해 온 쓰나미경보센터가 발령한...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278657
42,한국인 사망실종 20명 연락두절 336명,2005.01.02.,2일 현재 지진해일(쓰나미·津波) 피해로 태국에서만 한국인 10명이 사망하고 8명이 실종됐다.... 유엔 관계자는 1일 이번 쓰나미로 인한 사망자가 “15만 명을 넘어설 것”이라고 말했다. 유엔에 따르면 현재 생존자...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278609
43,5억달러 선뜻 통 큰 원조국 과시,2005.01.03.,그는 “이번 지진해일(쓰나미) 대참사에 따른 사망자는 15만 명에 육박하고 있으며 희생자의 3분의 1 이상은 어린이”라고 말했다. 조지 W 부시 미국 대통령도 이날 미국의 지원규모를 당초 약속한 3500만 달러의 10배인...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278628
44,관리 경고 스리랑카 전염병 징후,2005.01.03.,[동아일보] 지진해일(쓰나미·津波)이 덮친 남아시아에 전염병 징후들이 나타났다고 세계보건기구(WHO) 고위관리가 1일 밝혔다. 데이비드 나바로 WHO 위기대응국장은 이날 “스리랑카와 인도의 이재민 수용시설들로부터...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&oid=020&aid=0000278682
45,하이라이트4일생로병사의 비밀 외,2005.01.03.,◆초대형 해일의 공포&lt;다큐·MBC 오전 10:55&gt; 최근 동남아 해변을 초토화시킨 지진해일 ‘쓰나미’ 중 막대한 파괴력을 지닌 것을 ‘메가 쓰나미’로 부른다. 이 과학 다큐멘터리는 BBC가 ‘메가 쓰나미’의 가능성을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=020&aid=0000278840
46,스포츠종합클레멘테 아들2명 쓰나미 피해자돕기 나서,2005.01.04.,이로부터 32년 후인 지난달 31일 그의 아들들이 동남아시아 지진해일(쓰나미) 피해자 난민 구호에 팔을... 길베르토 마다일 포르투갈 축구협회장은 리스본 루즈스타디움에서 쓰나미 피해자를 위한 자선축구경기를...,https://sports.news.naver.com/news.nhn?oid=020&aid=0000278764
47,아름다운 자원봉사세계각국서 개인단체  밀물,2005.01.04.,지진해일(쓰나미·津波)로 부상한 스위스인이 갑자기 흥분해 자해하려 하자 통역할 사람이 필요했던 것. 스위스 간호사 출신 여성 자원봉사자가 급히 뛰어왔다. 그리곤 곧장 2층 병실로 올라가 환자의 손을 잡고 등을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278710
48,반다아체 살인약탈 반군지역은 무법 천지,2005.01.04.,공항관계자는 “지진해일(쓰나미·津波)이 있은 직후에는 이재민들이 공항에 몰려들어 외국인들에게 ‘살려달라’ ‘먹을 것을 달라’며 구걸하는 바람에 난장판이었다”고 했다. 그러나 세계 곳곳에서 먹을 것과 입을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278757
49,8500명 희생 탄식의 유럽 곳곳서 복구 위해 협력,2005.01.04.,"[동아일보] 《이번 지진해일(쓰나미·津波)의 최대 피해자는 동남아시아 및 남아시아 국가의 주민이지만, 유럽 각국에서 간 관광객들의 피해도 상당하다. 피해 당사국을 제외한 외국인 피해자는 공식 집계된 숫자만도...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278779
50,지진해일 쓰나미는육지 가까이 올수록 커져,2005.01.04.,쓰나미(津波·tsunami)’가 지진이나 화산 폭발 때문에 일어나는 ‘지진해일’의 세계 공용어로 자리 잡았다. 26일 동남아 지진이 해일을 동반하자 외신들은 일제히 ‘tsunami’라는 단어로 피해 소식을 전했다. 쓰나미는...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278878
51,쓰나미 강타 9일째지구촌 구호노력 한마음,2005.01.04.,[동아일보] 《지진해일(쓰나미·津波)이 남아시아를 강타한 지 9일째. 엄청난 재앙이어서 갖가지 뒷얘기도... 있다. 》 ○…쓰나미로 인한 혼란을 틈탄 범죄가 기승을 부리고 있다. 태국 카오락 해변에선 경찰이나 구조대로...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&oid=020&aid=0000278958
52,연예배용준씨 지진해일 성금 3억원,2005.01.04.,[동아일보] 한류 스타 배용준이 4일 지진해일(쓰나미·사진) 피해를 본 아시아 이재민 돕기 성금 3억 원과 소아암 백혈병을 앓고 있는 국내 어린이들을 위한 성금 2억 원 등 모두 5억 원을 쾌척했다. 배용준이 기탁한 3억...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=020&aid=0000278978
53,미안하다 미안해 우리만 살아서,2005.01.04.,카론 해변에서 기자에게 지진해일(쓰나미·津波) 피해 지역을 보여 주던 택시운전사 차이 씨(27)는 “빨리... 태국 보건부는 지난해 12월 말 쓰나미 생존자들의 심리 치료를 위해 5000여 명의 정신과 전문의와 심리학자들을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000278908
54, 우중바띠 르포시골거리 곳곳엔 아직 시신이,2005.01.05.,해안선을 따라 자동차로 1시간도 걸리지 않는 거리지만 지진해일(쓰나미)로 도로가 끊겼다가 2일에야 겨우 길이 뚫려 외부와 연결됐다. 첫인상은 음식과 물을 제공하는 곳에 주민들이 질서정연하게 줄을 서 있어 평온을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000279047
55,쓰나미 피해복구 협의기구로   유엔주도로,2005.01.05.,[동아일보] 남아시아 지진해일 피해 복구를 둘러싸고 주요국들이 주도권을 잡기 위해 신경전을 벌이고 있다. 단순한 지원을 넘어 이 지역에 대한 영향력 확대를 노리기 때문이다. 미국과 유럽은 복구의 주체를 놓고...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000279138
56,누리꾼 포커스통 큰 용사마에 감동 먹었어요,2005.01.05.,동남아 지진해일(쓰나미) 피해자에 대한 ‘통 큰’ 기부 때문. 배 씨는 4일 국내 소아암 환자들을 위한 성금 2억 원과 함께 아시아 지진해일 이재민 돕기에 3억 원을 쾌척했다. 그는 “아시아 여러 나라에서 받은 ‘사랑의...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=110&oid=020&aid=0000279181
57,기자의 눈박형준쓰나미 유족의 눈물,2005.01.05.,태국에서 지진해일(쓰나미) 재앙 현장을 취재하면서 시신을 볼 때마다 부질없는 의문을 품었다. 시신이 한결같이 뭔가를 말하거나 움직이고 있는 모습이었기 때문이다. 그들의 절규는 살아남은 사람들을 만나면서...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=110&oid=020&aid=0000279205
58,자동차경주 황제 슈마허 지진해일 성금 1000만달러,2005.01.05.,[동아일보] ‘카레이싱의 황제’ 미하엘 슈마허 씨(36·독일·사진)가 남아시아 지진해일(쓰나미) 피해자 돕기에 1000만 달러(약 105억 원)를 기부했다. 슈마허 씨는 5일 자신의 매니저를 통해 독일 ZDF TV방송의 기부...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000279079
59,쓰나미 경제피해 사스보다 적다 성장률 감소 1,2005.01.06.,[동아일보] 지진해일(쓰나미)로 인한 경제적 피해가 2003년 4월 중국과 동남아시아 등지에서 발생한 중증급성호흡기증후군(SARS·사스)에 미치지 못한다는 분석이 나왔다. 4일자 미국의 경제전문지 월스트리트저널에 따르면...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000279069
60,쓰나미 악몽 쓸어내자푸껫 한인들 재기다짐,2005.01.06.,[동아일보] 태국 푸껫에서 가장 큰 지진해일(쓰나미) 피해를 본 파통 해변에 5일 오전 11시 반경 ‘오렌지색 물결’이 일었다. 오렌지색 반팔 티셔츠 차림에 대빗자루와 쓰레기를 수거할 봉지를 든 태국 한인회 푸껫 지부...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000279106
61,원시부족은 알았나 해일직전 모두 대피,2005.01.06.,"쓰나미·津波)이 남아시아를 덮친 지 5일로 열흘째. 지구촌 곳곳에서 경쟁적으로 도움의 손길이 이어지고, 재앙 속에서 극적으로 생환하는 인간승리의 사연이 끊이지 않고 있다. ○…인도 남부의 원시부족이 쓰나미가...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&oid=020&aid=0000279140
62,쓰나미 피해 돕자 전국 온정의 물결,2005.01.06.,"[동아일보] 남아시아 지진해일 피해 국가를 돕기 위한 각계의 모금운동이 활발하게 펼쳐지고 있다. 경남도청은 6일 범도민 모금운동을 전개하기로 하고 공무원과 유관기관, 사회단체의 참여를 호소하고 있다고 밝혔다....",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000279362
63,지진해일 구호금 가로채는 사기 광고e메일 극성,2005.01.07.,유령단체와 ‘쓰나미 재난 지원재단’이라는 명의의 단체에 대해 사기 여부를 조사하고 있다. 이들은 무차별 e메일로 구호금 송금을 요청하고 있다. 미 연방통상위원회(FTC)는 검색엔진 구글(www.google.com)에 ‘쓰나미’...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&oid=020&aid=0000279281
64,쓰나미 지구촌을 하나로구호자금 40억달러 육박,2005.01.07.,[동아일보] 테러에 대비해 헬리콥터가 상공을 날고 수천 명의 군인이 북적대는 가운데 6일 인도네시아 자카르타 시내 컨벤션센터에서 열린 남아시아 지진해일(쓰나미·津波) 피해 복구를 위한 ‘긴급 구호 정상회의’...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000279283
65,세계의 눈켄트 콜더쓰나미 정치 부시가 달라진다,2005.01.07.,지난주 워싱턴에서 시작된 ‘지진해일(쓰나미) 정치’는 변화의 단서로 보인다. 지난해 12월 하순 지진해일이 발생했을 때 부시 대통령은 논평을 내놓지 않았다. 뉴욕타임스는 속 좁게도 ‘테러와의 전쟁’과 관계없다고...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&oid=020&aid=0000279440
66,쓰나미 구호 정상회의지진해일 조기경보 시스템 구축,2005.01.07.,[동아일보] 남아시아 지진해일(쓰나미·津波) 피해에 대한 국제 지원을 논의하는 ‘긴급 구호 정상회의’가 6일 인도네시아 자카르타에서 열려 지진해일 조기경보시스템 구축 등 13개 항에 합의했다. 동남아시아국가연합...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000279290
