,title,date,contents,link
10,날씨6월의 기온,2000.05.31.,"하순에는 저기압으로 악화된 제5호 태풍 오펠리아가 중부지방에 걸친 장마전선을 따라 통과하면서 많은 비가 내렸다. 98년 6월, 제주도는 12일, 남부지방은 24일, 중부지방은 25일에 장마가 시작됐다. 평년보다 빠른...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000007975
11,여행주왕산 내원마을전기전화도 없어,2000.05.31.,지난해 비상용 공전식전화기가 설치됐으나 태풍으로 전화선이 끊긴 후 현재까지 불통상태. 사는데 어려움도 많지만 그 중에서도 가장 고된 것은 45㎏이나 나가는 액화석유가스(LPG)통을 주왕산 제1폭포에서 오토바이에...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=020&aid=0000008160
12, 태풍정부개입 벗어나 독자적 살길찾기,2000.06.08.,인수합병(M&amp;A)이 기업은 물론 금융기관의 생존전략으로 떠오르고 있다. 국제통화기금(IMF)관리체제 이후 소형 벤처기업간에 간헐적으로 이뤄져온 M&amp;A가 재벌기업과 대형 제조업체로 확대되고 있다. 우선 금융기관 2차...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000009791
13,날씨고온저온현상,2000.06.14.,"1986년 6월에는 강수와 안개, 푄현상에 의한 고온현상, 영동지방의 저온현상이 자주 나타났고 우박 호우 태풍의 피해가 있었다. 8일은 영동 해안지방에서 푄현상으로 최고기온이 33∼34도, 11일은 중서부지역에서 30...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000010747
14,장마 오늘부터 온다지만게릴라성호우 예상,2000.06.16.,기상청은 “7월 상반기중 장마는 끝날 전망이지만 이후로도 대기 불안정과 태풍에 의해 호우가 발생할 가능성이 높다”며 올 여름(6∼8월) 예상강우량은 예년 평균인 418∼832mm와 비슷할 전망이라고 덧붙였다. sya...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000011189
15,벤처칼럼송길섭벤처인의 경기는 이제부터,2000.06.18.,벤처열풍이 한국사회에 태풍처럼 번지기 시작한지 2년도 못 된다. 혈기왕성한 젊은이들이 자아실현을 외치며 몸바쳐 실천해 새로운 기업모델을만들어낸 벤처는 얼마 전까지만 해도 대부분 배곯고 힘든 시절을 겪어야했다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=020&aid=0000011455
16, 총선시민단체 낙선운동 찻잔속 태풍,2000.06.23.,가장 중요한 시기에 손발이 묶이는 바람에 ‘찻잔속의 태풍’으로 끝나고 말았다는 것이다. 그러나 비록 과녁을 맞추지는 못했지만 유권자들이 활을 들었다는 사실만으로도 정치인들에게 경계심을 준 것은 사실이다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000012424
17,프로야구노장은 살아있다조계현 부활투,2000.06.25.,송진우는 지난 겨울 3년간 7억5000만원의 다년계약을 맺는 행운을 안았지만 선수협의회 회장직을 맡아 프로야구 태풍의 중심에 섰다. 겨울훈련을 하지 못한 탓에 개막전 엔트리에서조차 제외돼 올 시즌 활약에...,https://sports.news.naver.com/news.nhn?oid=020&aid=0000012706
18,방송3 시청률 경쟁  허준 떠났으니 다시 겨뤄보자,2000.06.25.,50부의 야심작으로 드라마계의 베테랑인 김운경 작가와 성준기 PD를 투입하고 도둑의 딸이라는 이색 소재를 내세웠으나 ‘허준’ 태풍에 밀려시청률이 겨우 10% 내외에 그쳤기 때문이다. 특히 김운경 작가는...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=020&aid=0000012743
19,고위직 법관 사표 잇따라사법부 인사태풍예고,2000.06.29.,"대법관 지명에서 탈락한 고위법관들이 잇따라 사표를 제출해 사법부에 ‘인사태풍’이 예상된다. 대법원은 28일 송재헌(宋哉憲·사시 4회)서울고법원장과 정용인(鄭鏞仁·사시 4회)대전고법원장, 권광중(權光重·사시...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000013410
20,프로야구올스타전 개막전후 몇몇 감독 경질설,2000.06.29.,꼭 올스타 기간은 아니더라도 올해는 시즌이 끝나는대로 감독들의 인사태풍이 불어닥칠 게 확실시되고 있다. 해태에서 18년간 장기집권했던 맏형 김응룡감독(59)이 지난 겨울 1년 재계약만 해 '예고된 이별수순'을 밟고...,https://sports.news.naver.com/news.nhn?oid=020&aid=0000013422
21,첫 우리말 태풍 기러기 북상,2000.07.04.,한국어로 된 첫 태풍 ‘기러기’가 일본 오키나와섬 남동쪽으로부터 한반도 방향으로 북상하고 있다.... 기러기는 올해 발생한 세 번째 태풍으로 북한에서 제출한 이름. 97년 열린 제30차 태풍위원회 총회에서...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000014223
22,문화가 흐르는 한자매우,2000.07.04.,마치‘颱風(태풍·타이 풍)’이 ‘Typhoon(타이푼)’이 된 것처럼. 장마를 일컫는 말은 또 있다. 이 때가 되면 곰팡이가 많이 피게 되므로霖雨(임우)라고도 한다. 또 오랫동안 쌓인 비가 한꺼번에 내린다 하여 積雨(적우)...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=020&aid=0000014467
23,인터뷰창업대상 받은 구자경  명예회장,2000.07.05.,TV에서 생중계 되는 공개석상에서 터져 나온 구명예회장의 이 말은태풍을 몰고 왔다. 노조는 물론 많은 국민이 들고 있어났다. 나라보다는개인만 챙기는 이기적 발상이라며 성토를 해댄 것. 그러나 구명예회장은소신을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000014591
24,마른 장마 찜통 더위 계속11일께 비온뒤 한풀꺾일듯,2000.07.05.,기상청은 “폭염의 장기화는 장마전선의 아래축을 이루는 북태평양 고기압이 일시 약화돼 전선이 제주 남해상에 머문 채 한반도 쪽으로 북상하지 못하고 있는데다 제3호 태풍 ‘기러기’ 등으로 인한 기압배치...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000014668
25,태풍 카이탁 10일오후 제주영향권전국에 비,2000.07.09.,"대기불안과 태풍 발생 등의 영향으로 국지성 집중호우가 빈발할 전망이다. 기상청은 9일 “오후 3시 현재 대만 남동쪽 60km 부근에 위치, 시간당 31km 속도로 북진중인 태풍 카이탁이 10일 오후 3시경이면 제주시...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000015241
26,오늘의 날씨10일태풍앞에 꼬리 내리는 더위,2000.07.09.,고기압의 가장자리에 들겠으나 제주도 지방은 북상하는 제4호 태풍 카이탁의 간접영향을 받아 제주도 지방은 차차 흐려져 비가 오겠고 비 조금. 그 밖의 지방은 맑은 뒤 점차 구름이 많아지겠다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000015221
27,오늘의 날씨11일더위 식히는 빗줄기,2000.07.10.,오늘은 제4호 태풍카이탁의 영향을 받아 전국이 흐리고 많은 비가 오겠다. 수방대책에 만전을 기하고 산간 야영객들은 특히 안전에 유의해야.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000015397
28,검찰 대규모 인사 배경차기구도 가시화,2000.07.10.,검찰에 또 다시 인사태풍이 불고 있다. 지난해 5월 조폐공사 파업유도 발언 등의 여파로 검찰총장과 검사장급 고위간부가 무더기로 퇴직한 이후한동안 잠잠하던 검찰에 대규모 인사이동이 임박했다. 금명간 단행될...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000015439
29,태풍 카이탁 북상제주 여객선 운항 중단,2000.07.10.,제4호 태풍 ‘카이탁’의 북상으로 제주 부근 바다에 태풍경보가 발효된 가운데 10일 제주와 다른 지역을 잇는 여객선 운항이 전면 금지됐다. 이날 오전 6시10분 제주를 출발해 부산으로 가려던 여객선...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000015538
30,태풍 카이탁  전국 큰비11일 최고 200mm,2000.07.10.,제4호 태풍 카이탁(KAI-TAK)이 한반도를 향해 빠른 속도로 북상하고 있다. 기상청은 10일 오후 3시 현재 중국 상하이 북동쪽 220km 해상에서 빠르게 북북동진 중인 중급 태풍 카이탁이 우리나라 서해쪽으로 진출했다가...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000015527
31,검찰 대규모 인사 단행차기구도 가시화세대교체,2000.07.10.,검찰에 또 다시 인사태풍이 불고 있다. 지난해 5월 조폐공사 파업유도 발언 등의 여파로 검찰총장과 검사장급 고위간부가 무더기로 퇴직한 이후한동안 잠잠하던 검찰에 대규모 인사이동이 이뤄지고 있다. 10일 단행된...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000015563
32,태풍 한반도 상륙 큰비전남 주택30채 침수,2000.07.11.,제4호 태풍 카이탁(KAITAK)이 11일 중 한반도를 통과하면서 이날부터 전국적으로 최고 200mm이상의 큰비가 내릴 전망이다. 기상청은 10일 밤 9시 현재 전남 목포 서남쪽 290km 해상에서 빠르게 북동진중인 중급 태풍...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000015604
33,정부금융노조 협상 스케치실무위 구성,2000.07.11.,태풍 카이탁의 영향으로 간간이 흩뿌리는 빗줄기 속에서도 조합원들은 준비한 비옷을 꺼내 입으며노동가를 부르거나 파도타기 등으로 단결력을 과시. 일부 조합원들은 파업 강행시 농성 준비를 위해 배낭에 돗자리까지...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000015606
34,발언대문승의백령도 기상정보  공유를,2000.07.11.,올해도 장마에 이어 제4호 태풍 ‘카이탁’이 많은 비를 내리고 지나갔다. 해마다 겪는 여름철 호우와 태풍으로 남한에서만 최근 10년간 연평균160여명의 인명과 6000여억원의 재산피해를 보고 있다. 북한도 적지 않은...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000015633
35,증권코스닥 투매 태풍140선 붕괴,2000.07.11.,11일 코스닥종합지수가 강력한 지지선인 140선 밑으로 추락했다. 코스닥지수가 130선대로 되떨어진 것은 5월 30일(130.58)이후 한달 10여일만이다. 세종하이테크 주가조작사건으로 공모가에 대한 깊은 불신이...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000015665
36,풍납토성 문제경당연립 주민들435억 보상받아야,2000.07.11.,태풍의 영향으로 간간이 비가 뿌렸지만 사적(史蹟) 지정이 예고된 후 조합원들이 공사 현장에 비닐을 덮고 복토를 한 상태였다. 팽석락 경당연립 재건축조합장은 “웬만한 비가 내려도 물을 빼낼 수 있는 펌프시설까지...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000015740
37,태풍 카이탁영향 전국 논 550ha 침수,2000.07.11.,"4호 태풍 ‘카이탁’이 동반한 집중호우로 전국 550㏊의 논이 침수된 것으로 집계됐다. 농림부는 “11일 오전까지 순천 274㏊, 장흥 196㏊, 고흥 71㏊의 논이 침수되었다”면서 “그러나 점차 비가 그치면서 물이...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000015797
38,효자태풍 카이탁 큰 피해없이 소멸남부 해갈 도움,2000.07.11.,제4호 태풍 카이탁이 큰 피해를 남기지 않고 소멸됐다. 기상청은 11일 오전 태풍 카이탁이 황해도 해주 서북서 220km 부근 해상에서 태풍의 기준이 되는 중심부근 최대풍속이 초당 17m 아래로 떨어져열대저압부로...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000015798
39,불볕더위 되돌아왔다강릉 12일 최고 352도,2000.07.12.,태풍 카이탁이 소멸된 뒤 불볕더위가 되돌아왔다. 12일 서울의 낮기온은 28.7도에 그치는 등 전국적으로... 기록했다”며 “태풍 여파로 지표면의 수분이 증발하는 과정에서 습도가 높아진 것”이라고 설명했다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000016012
40,부산경남공무원 나사 풀렸나공금횡령등 7명 입건,2000.07.14.,"이에 앞서 10일에는 사천시 공무원 5명이 태풍 ‘카이탁’의 내습에 대비, 재해대책 비상근무를 하던 중 시내 식당에서 도박을 하다 경찰에 적발됐다. 이달초에는 진주시와 마산시 등 5개 시군 공무원 16명이 소...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000016280
41,부동산높게 더 높게도심 초고층빌딩 건설 붐,2000.07.16.,초고층 빌딩은 옆에서 가해지는 충격에 약해 태풍 같은 강풍이 불면 좌우로 심하게 흔들릴 가능성이 있다. 이를 최소화 하기 위해 역도선수가 역기를 들 때 허리에 띠를 둘러 힘을 보강하듯 초고층 빌딩에도 ‘벨트...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000016597
42,문화가 흐르는 한자월식,2000.07.18.,"따라서 옛날에는 큰비나 태풍, 가뭄, 地震(지진), 日蝕 등 자연현상을 예사로 보아 넘기지 않고 우주 삼라만상의 모든 운행을 지배하고 있는 主宰者의 ‘意志’로 보았다. 그래서 혹 일상에서 벗어난 자연현상이라도...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=020&aid=0000016928
43, 통화폭락 금융위기 다시 올까우려 목소리,2000.07.18.,"‘아시아 환(換)태풍’은 이어 인도네시아와 필리핀 등으로 남하한 다음 방향을 바꿔 북동진, 한국을 강타했다. 태국 바트화의 폭락으로 아시아 각국의 통화에 대한 회의론이 빠른 속도로 확산됐다. 외국자본의 철수로...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000017014
44,수해후 자동차 보험은자연재해도 100 보상,2000.07.23.,개정 이전엔 ‘천재지변’으로 생긴 피해는 보험사의 보상 대상이 아니었지만 지난해부터 홍수 폭우 태풍... 이에 따라 △주차장에 놓아뒀다 침수 피해를 보았거나 △휴가 중 해변에 차를 세워뒀다가 태풍이나 호우로...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000017737
45,금감원 회오리 예고은행파업 대처 미흡 문책,2000.07.23.,내달초 금융감독원이 대대적인 인사 태풍에 휩싸일 전망이다. 23일 이용근(李容根)금융감독위원장은 “2차 금융 개혁을 순조롭게 진행하고 기업구조조정을 차질 없이 하기 위해 금감위와 산하 집행기관인 금감원의 체제...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000017762
46,하반기 공공요금 인상 대기물가 비상,2000.07.24.,이와 함께 태풍 및 수해에 따른 농산물 가격의 상승도 안심할 수 없는 대목이다. ▽물가상승폭 우려할만한 수준인가〓한은은 하반기에 소비자물가가 2.8%인상되면서 연평균 2.2% 인상돼 올해 물가안정목표 ‘2.5±1%’내에...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000017992
47,인터뷰재난관리청 위트장관 과도한 개발 큰재해불러,2000.07.26.,“홍수 태풍 지진과 같은 천재지변은 어차피 일어나기 마련이지만 과도한 국토개발은 그에 따른 재해를 가중시키는 가장 큰 요인입니다. ” 미국 연방재난관리청(FEMA·Federal Emergency Management Agency) 제임스 리 위트...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000018333
48,석유시장 변화 중간점검정유사 검은 담합 수술대에,2000.07.26.,"본보가 지난달 말부터 잇따라 정유사들간의 담합, 원가 부풀리기, 탈세와 덤핑유의 유통, 주유소 폴사인제(상표표시제)의 허구성 등 국내 석유시장의 고질적 병폐를 고발해 온 이후 정유업계에 ‘변화의 태풍’이...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000018351
49,전북서해안 저지대 백중사리 피해우려,2000.07.27.,또 이 기간 중에 집중호우와 태풍 해일 등이 겹칠 경우 수위가 1∼2m 정도 더 높아질 것으로 보인다. 군산시 관계자는 “이 기간에 바닷물 상승에 따른 범람 피해가 발생하지 않도록 저지대 주변에 모래주머니 등을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000018460
50,프로야구핵잠수함트레이드 태풍 뚫었다,2000.07.27.,"메이저리그의 ‘트레이드 태풍’은 ‘핵 잠수함’을 비켜갔다. 애리조나 다이아몬드백스 구단은 27일 필라델피아 필리스의 에이스 커트 실링(34)을 데려오고 투수 오마 달, 빈세트 파디야, 넬슨 피게로아와 외야수...",https://sports.news.naver.com/news.nhn?oid=020&aid=0000018516
51,태풍 북상주말휴일 큰 비,2000.07.28.,서쪽에서 다가오는 기압골과 제6호 태풍 볼라벤의 영향으로 주말과 휴일 전국에 걸쳐 비가 내릴 전망이다. 기상청은 28일 “29일 중부와 남부지방은 오후 한때 비가 내리겠으며 태풍의 간접 영향을 받을 것으로...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000018683
52,오늘의 날씨29일태풍소식에 놀란 하늘,2000.07.28.,서쪽에서 다가오는 기압골의 영향을 받는 가운데 제주와 남해안 지방은태풍 ‘볼라번’의 간접 영향권에 들겠다. 전국이 차차 흐려져 낮한때 비.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000018676
53,오늘의 날씨31일태풍영향 전국 흐리다 비,2000.07.30.,태풍 볼라벤의 영향으로 전국이 흐리고 비가 오다 오후부터 점차 그치겠다. 바람이 강하게 불어 해상의 물결이 높고 국지적으로 강한 비가 오겠다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000018833
54,건강 체크포인트열날땐 미지근한 물수건으로 닦아야,2000.07.30.,태풍 지나간 자리에 소나기가 그리울 ‘한증막 더위’가 이어진다. 피서 인파가 절정을 이룬다. 온가족의 피서길엔 특히 아이들 건강에 신경써야 기분 좋은 휴가를 보낼 수 있다. 소독약 거즈 해열제 멀미약 상처연고등을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=020&aid=0000018895
55,월요전망대김대호현대사태결합재무제표 태풍의 눈,2000.07.30.,현대사태가 여전히 태풍의 눈이다. 현대 건설은 지난 주말 가까스로 부도 위기를 넘겼다. 금융기관의... 내달초 발표되는 재벌기업의 결합재무제표도 또 하나의 태풍이다. 계열기업 내부의 거래를 차감한 순수한...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000018938
56,태풍 한반도 비켜갈듯영남 강풍동반 비,2000.07.30.,북상중인 제6호 태풍 볼라벤은 한반도에 상륙하지 않고 대한해협을 거쳐 동해쪽으로 빠져나갈 것으로... 기상청은 “태풍이 열대성 폭풍으로 다소 약화되긴 했지만 여전히 비구름대와 강풍을 동반하고 있어...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000018962
57,새롬기술 타운넷 인수 전국지리정보 서비스,2000.08.02.,인터넷 기업 인수합병(M&amp;A)의 ‘태풍의 눈’인 새롬기술이 서서히 움직임을 시작했다. 무료 인터넷폰 서비스업체 새롬기술(www.serome.co.kr)은 2일 인터넷 지리정보기업 타운넷(www.townnet.co.kr)을 인수했다고 밝혔다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000019352
58,남부 5일도 큰 비최고 80mm 피해 우려,2000.08.04.,"기상청은 “일본 도쿄 남쪽 먼바다에 위치한 중심기압 940¤, 중심부근최대 풍속 초당 45m의 초특급 소형 태풍 ‘절라왓’이 현재 중국쪽으로 서북진중이나 방향을 틀 가능성도 있다”고 말했다. 한편 이번 주말에도...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000019631
59,중부지방 5일 큰비최고 100mm 피해우려,2000.08.04.,"기상청은 “일본 도쿄 남쪽 먼바다에 위치한 중심기압 940¤, 중심 부근 최대풍속 초당 45m의 초특급 소형 태풍 ‘절라왓’이 현재 중국 쪽으로 서북진 중이나 방향을 틀 가능성도 있다”고 말했다. yongari@donga.com",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000019777
60,중부지방 5일 큰비최고100mm 국지성호우,2000.08.05.,"기상청은 “일본 도쿄 남쪽 먼바다에 위치한 중심기압 940¤, 중심부근최대 풍속 초당 45m의 초대형 태풍 ‘절라왓’이 현재 중국쪽으로 서북진중이나 방향을 틀 가능성도 있다”고 말했다. 한편 이번 집중호우로 4일...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000019804
61,홍수산불지구촌  몸살,2000.08.06.,"또 러시아의 연해주와 하바로프스크에서는 태풍 볼라벤의 영향으로 홍수가 나 가옥 6000여채가 침수되고 농경지 6만㏊가 물에 잠겼으며 교통이끊겼다. ▽산불〓미국 서부지역과 캐나다, 러시아 동부 등지에서 대형...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000019880
62,방송 뷰티풀라이프 횡단팀 장승포대마도 80km 도전,2000.08.10.,다만 제주도남단 600km에서 올라오고 있는 태풍 ‘절라왓’의 상황에 따라 수일간 연기될 수도 있다. ‘횡단팀’은 바다적응훈련 등으로 체력과 의지를 단련해온 최종원 유정현 이훈 소지섭 정유진 ‘베이비복스’와...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=020&aid=0000020639
63,야구태풍으로 변한 바람의 아들 이종범,2000.08.17.,'야구천재'가 일본야구를 깨닫기까지는 딱 3년이 걸렸다. 주니치 드래건스의 이종범(30).선동렬(은퇴) 이상훈(현 보스턴 레드삭스)이 그랬듯 이종범도 일본야구를 알기 위해선 '통과의례'처럼 많은 시행착오와 시련을...,https://sports.news.naver.com/news.nhn?oid=020&aid=0000021771
64,만화축제 코믹마켓25년 전통 넘치는 인파 저변 실감,2000.08.17.,마지막 날인 13일은 태풍의 영향으로 비바람이 심해서 관람객이 별로 없겠거니 생각했지만 막상 행사장에 도착하니 첫날보다 더 많은 관객들이 우산을 부여잡고 모여있는 것을 보고는 놀라지 않을 수 없었다. 일본 만화에...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=020&aid=0000021901
65,광주전남무등산 수박 대풍작년 3배,2000.08.17.,17일 광주시에 따르면 북구 충효동과 금곡동 일대에서 재배 중인 무등산수박의 올해 예상수확량은 모두 1만2000여개로 태풍 ‘올가’의 피해를본 지난해(4000개)보다 3배 많은 것이다. 특히 재배면적이 지난해 12.5...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000021914
66,21한반도와 미국어제 오늘 내일,2000.08.20.,"그러나 정책의 제도적 특성이 변하지 않는 한 ‘찻잔 속의 태풍’에 불과할 것이다. 제도의 지속성을 고려할 때 설령 지금의 신경제호황이 끝난다 하더라도, 혹은 무역수지가 흑자로 돌아선다고 해도 슈퍼301조와 같은...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000022246
67,6시간 단위 기상 예보내년부터 전국 확대,2000.08.22.,"기획예산처는 22일 내년 예산에서 기상관측장비와 종합기상정보통신망 등 기상정보화, 태풍예측모델 개발... 폭우 태풍 등 기상재난시 재해예방 강화를 위해 기존의 주의보, 경보 외에 ‘예비특보제’를 확대 실시키로...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000022618
