,title,date,contents,link
10, 추천사이트각종 정보 한눈에 매일아침 클릭,2000.05.16.,《최고경영자(CEO)는 주체할 수 없는 정보의 홍수속에서 살지만 정작 필요한 정보는 없는 ‘풍요속의 빈곤’의 딜레머에 빠지기 쉽다. 디지털시대일수록 경영자는 도움이 되는 정보를 제한된 시간내에 효율적으로...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000004108
11,환경연합 등 동강홍수조절댐 백지화 촉구 집회,2000.05.17.,"""우리가 영원히 흐르는 동강을 보리라"" 정부에서 동강댐 건설을 백지화하는 대신 홍수조절용 댐건설을... 이날 집회에서 정동수 위원장은 ""홍수조절댐 건설 운운은 국민을 우롱하고 기만하는 변칙적 행위""라고 강력히...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000004305
12,동아일보시민연대 토론회산불지역 생태적 복원조림을,2000.05.17.,조국장은 “홍수로 인한 산사태가 우려되는 지역은 금년 내에 응급복구를 실시하고 송이피해지역은 산주의 의견을 고려해 송이 복원 조림을 추진할 것”이라며 그러나 백두대간 주능선과 피해가 적어 회복 가능성이...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000004441
13,기상라니냐 올 여름 사라질 것,2000.05.17.,스페인어로 ‘여자아이’를 뜻하는 라니냐는 태평양 적도 부근의 해수면 온도가 급속히 낮아지는 현상으로 가뭄 홍수 폭염 한파 등의 이상기후를 일으키는 것으로 알려져 있다. 기상전문가들은 98년과 99년 여름...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=020&aid=0000004446
14,기고유근배동강 홍수조절댐 한심한 발상,2000.05.21.,그런데 동강댐 대안으로 홍수조절댐을 추진하려는 움직임은 황당함을 넘어서 한심하다는 생각이 든다. 바로 그 자리에 본래 댐 높이 98m에서 18m를 낮추어 80m 높이의 홍수조절용 댐을 건설하려는 발상은 도무지 이해가 되지...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000005205
15,  싼샤댐 건설위해 마구잡이 채석벌목 몸살,2000.05.22.,"중국은 홍수방지와 발전, 수자원 확보 등을 위해 94년 산샤댐 건설공사를 시작했다. 2009년에 완공할 예정이다. 싼샤댐은 높이 175m, 길이 2335m로 지금까지 쓴 공사비만 120억달러(약 13조원)에 달한다. 당국의 관리소홀을...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000005501
16,횡설수설김충식한강의 통근 쾌속선,2000.05.23.,"그러나 집-선박-직장을 잇는 연결편이 마땅치 않다는 점, 여름 홍수 때와 겨울 결빙기의 휴항 문제 등이 걸려 흐지부지되었다. 이번에도 쾌속선 업자가 타산을 맞출 수 있을지가 관건이라고 한다. 천혜의 한강을 이용해...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000005947
17,환경연합 동강댐 민관 공동조사단 최종보고서 공개 요구,2000.05.23.,"이들은 논평을 통해 ""'홍수조절 전용댐'건설과 관련된 내용이 첨부돼 있는 것으로 알려져 물의를 일으키고 있는 '동강댐 민관 공동조사단'의 최종보고서 공개를 요구했으나 수질개선기획단은 이에 대해 '공개할 수 없다'는...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000005972
18,강원시민단체 연곡천 골재채취 허가 취소 촉구,2000.05.25.,이에 대해 강릉시는 “문제의 지역은 하상이 높아 홍수시 범람 우려가 있는 곳”이라며 “하상을 정비하기 위해 지난해 9월부터 다음달 말까지 주신성이 9만2940㎡에서 5만4900㎥의 골재를 채취토록 허가했다”고...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000006318
19,뉴스브리핑 재난방지 협정 체결,2000.05.28.,행자부 관계자는 “이번 협정 체결로 미국의 최신 기술과 장비 등을 도입할 수 있는 기반이 확보돼 앞으로 홍수나 지진 등 각종 재해와 대형 사고를 보다 효율적으로 예방하거나 대응할 수 있을 것으로 기대된다”고...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000006983
20,출발 교통선진국교통만화껑충껑충 뛰는게 빨라요,2000.05.29.,차량의 홍수 속에서 제대로 구르지도 못하는 자동차 바퀴 대신 두 다리로 껑충껑충 뛰어보세요. 자동차로 인해 생기는 모든 스트레스가 훌훌 날아가고 몸과 마음이 건강해질 겁니다. 뛰면서 세상을 바라보세요. 아이들의...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000007480
21,동강댐 건설 중지해야 민관조사단 최종 보고,2000.06.01.,"그러나 보고서의 내용에 홍수방지를 위한 대안의 하나로 '홍수조절전용댐 건설'이 언급돼 있어 그간 ""홍수조절댐도 안된다""고 주장해 온 환경단체들과의 마찰이 예상된다. 김경희/",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000008473
22,환경단체 동강 홍수조절댐은 안돼,2000.06.02.,"환영하면서도 홍수조절댐에 대한 언급에 반발하는 입장을 보였다. 환경운동연합은 2일 이와 관련 발표한... 그러나 양장일 국장(환경조사국)은 ""공동조사단원들이 '홍수조절전용댐' 문구가 보고서 내용에 들어가서는...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000008565
23,동강댐 건설 안한다정부 내주 최종발표 방침,2000.06.02.,그러나 홍수조절전용댐 등 다각적인 대책을 마련해야 한다’는 내용의 조사 결과를 발표했다. 정부는... 하지만 홍수조절전용댐 건설 여부에 대해서는 경제성 등을 놓고 아직 내부 방침을 정하지 못한 것으로 알려졌다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000008640
24,말 말 말이제 룸살롱 가기는 어렵겠다,2000.06.02.,"▽동강댐을 막든지, 환경운동연합이 해체되든지 양자 택일할 각오로 총력 투쟁을 벌여 나가겠다(양장일 환경운동연합 조사국장, 2일 동강댐 공동 조사단이 홍수조절 전용 댐 건설을 제시한 것은 국민 기만 행위라며)...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000008697
25,동강댐 건설 백지화 내주 최종 발표,2000.06.03.,그러나 홍수조절전용댐 등 다각적인 대책을 마련해야 한다’는 내용의 조사 결과를 발표했다. 정부는... 하지만 홍수조절전용댐 건설 여부에 대해서는 경제성 등을 놓고 아직 내부 방침을 정하지 못한 것으로 알려졌다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000008760
26,동강댐 백지화물관리 수요자위주 전환계기,2000.06.05.,그러나 “용수부족과 홍수예방 문제는 별도로 심도 있게 논의해 해결하겠다”는 김대통령의 말을 놓고 부처간 해석이 달리 나오고 있다. 건교부는 9일 열리는 물관리조정위원회의 공식 결정에 따라 홍수조절 전용댐 등...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000009019
27,대통령 동강댐 건설 백지화 선언,2000.06.05.,용수부족과 홍수예방 문제는 별도로 심도있게 논의해 해결토록 하겠다”고 말했다. 또 김대통령은 “환경보전을 위한 제반 과제들을 기업 및 시민단체들과함께 협의하기 위해 대통령 자문기구로 ‘지속가능...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000009020
28,기고이돈구상호신뢰로 평화의 나무 심자,2000.06.09.,"96년, 98년, 99년에 경기북부지역에서 발생한 홍수 직후, 큰비 피해를 초래한 임진강의 빗물 유입량 증가는 북한 지역의 극심한 산림파괴 때문일 가능성이 크며, 이 지역의 종합적인 홍수관리는 남한만의 노력으로는...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000009891
29,유저파일야후 검색엔진 직원이 일일이 사이트 체크,2000.06.11.,가히 도메인 홍수 속에 살아가는 셈이다. 이렇게 수많은 웹사이트 중에서 사용자가 원하는 정보를 찾아가도록 도와주는 것이 바로 검색엔진이다. 한글 검색을 지원하는 대표적인 검색엔진으로는 야후 심마니 네이버...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=020&aid=0000010088
30,615선언이후국민적 합의 토대로 정책결정 투명해야,2000.06.15.,"그리고 7000만 겨레에게는 상상을 뛰어넘어 질풍노도(疾風怒濤)처럼 몰아닥치는 평양발 뉴스의 홍수 속에서 모두의 가슴 깊숙이 응어리졌던 한의 올을 풀어내는 한판의 ‘씻김굿’이자, 감동적 드라마였다. 그러나 정한...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000010896
31,남북경협 최우선사업임진강 수방사업으로 시작,2000.06.15.,"여름철 홍수에 대비한 임진강 수방대책을 최우선적으로 추진할 방침이라고 밝혔다. 이는 남북간의 인적... 임진강 유역에 홍수경보시설을 공동으로 설치하고 하천준설 및 골재채취, 둑 축조 등 치수사업을벌이며...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000010978
32,남북체육교류마라톤 정성옥 등 북한의 체육영웅들,2000.06.15.,모든 분야에서 ‘정성옥 따라배우기’가 홍수를 이루고 있다. 이번 남북정상회담에서도 어린이들이 ‘정성옥 따라하기’춤을 선보였을 정도. 정성옥은 만찬장에서도 북한 현역 체육선수로는 유일하게 선보였다....,https://sports.news.naver.com/news.nhn?oid=020&aid=0000010998
33,대통령 각의 발언록 관계개선 도와야,2000.06.16.,실천할 수 있는 여러 가지 조치를 취할 것이라는 인상을 받았다. 바로 실천이 된 것이 북한에서 상호비방을 하지 말도록 지시한 것이다. 다음으로는 임진강 홍수 피해에 공동 대응하고 철도를 연결시키는 것이다. ymook@donga.com,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000011128
34,1 분단을 넘어더 괴로운 재회 이후의 이별,2000.06.18.,지난 한주 남북 정상회담이 몰고온 회오리바람에 방송계는 정신을 차릴 수 없을 정도로 특집프로그램의 홍수를이뤘다. 워낙 특집이 많다보니 정규 프로그램이 오히려 낯설게 보일 정도였다. 이번 주부터는 특집의 거친...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000011287
35,증권10개  공모주청약 실시,2000.06.18.,홍수피해를 줄이기 위해 수문관측 및 예보 경보 시스템 도입이 본격화될 경우 성장성이 기대된다. 국내외 특허 27건을 갖고 있다. 심스밸리는 98년11월 삼성전자에서 사외벤처로 분사된 업체. 테이프가 필요없는 디지털...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000011295
36,교황청  가톨릭 인정해야 교황 방문,2000.06.18.,교황청 관계자는 “1996년 북한에 큰 홍수가 발생했을 때 이재민을 돕기 위해 교황청 사절이 처음 파견된 이후 인도주의적 지원을 위해 두 차례 더 교황청 사절이 북한을 방문했다”며 “평양에 이탈리아대사관이...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000011335
37,권삼윤의 문명과 디자인바다항해어로,2000.06.19.,때로는 이 장마가 홍수까지 동반해 우리에게 막대한 인적 물적 피해를 안겨주지만 이 땅의 농작물은 이 때 내리는 비 덕분에 꽃을 피우고 또 열매를 맺으니 이를 달게 받아들일 수밖에 없다. 실제로 우리의 의식주 문화는...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000011610
38,클로즈업취임 1년 맞는 김명자 환경부장관,2000.06.23.,아직도 홍수조절댐 건설 논의가 진행중입니다. 동강지역의 생태계를 보전하면서 지역경제도 살릴 수 있는 방안에 대한견해는…. “홍수조절댐 문제는 차기 물관리정책조정위원회에서 논의키로 했지만 홍수조절댐...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000012482
39, 조정혁 박사팀이동형 정수시스템 개발,2000.06.23.,가뭄이나 홍수시 현장에서 하천수를 식수로 만드는 정수시스템이 개발됐다. 한국과학기술연구원(KIST) 조정혁박사(의약화학연구센터)팀은 비상시 현장에서 오염된 하천수를 취수해 1시간 이내에 상수도 수준의 식수로...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=020&aid=0000012479
40,사설의 발전,2000.06.25.,정보의 홍수 속에서 새로운 책을 구입할 수 없는 도서관은 ‘죽은 공간’이 될 수밖에 없다. 사실 도서구입비 문제는 시민단체들이 캠페인에 나서기 전에 정부가 능동적으로 해결했어야 했다. 부실 금융기관에 투입되는...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000012647
41,경제시평곽승준환경가치 따져 개발하라,2000.06.26.,"▼돈으로 환산해 비교해야▼ 댐 건설의 기능은 홍수방지, 수자원공급, 전력공급 등으로 모두가 국민에게... 과거 국민은 안정적인 용수공급, 홍수 리스크에 큰 비중을 두었다. 하지만 이제는 아름다운 자연경관이나 댐...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000012830
42,일하며 생각하며배기동문화재 보존기금 마련하자,2000.06.28.,"경기 파주 임진강변에서 홍수로 파괴된 삼국시대 주거지를 발굴할 때는사라진 농토를 시급히 복원하려는 덤프트럭 앞에서, 지금은 일본으로 유학간 처녀 조사팀장이 드러누워 항의함으로써 겨우 조사를 마칠 수 있었다....",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000013231
43,mile  olitics이협의원 13평 주공서 18년째,2000.06.28.,"파출소 순찰 경찰관이 “정말 국회의원 집이 맞느냐”고 확인하는 일도 있었고, 97년 홍수 때는 앞동의 축대가 무너져 여관으로 대피하기도 했다. 세비도 받고 후원회도 하지만 이 돈은 거의 전부 지구당(전북익산)...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000013258
44,횡설수설황호택임진강 댐,2000.06.28.,제방으로도 당해낼 수없는 집중 호우에는 댐 건설이 홍수방지를 위한 최선의 대책이다. 댐을 세우자면 주변에 높은 산이 있어야 한다. 경기 북부지역은 대부분 평지라댐 건설 적지를 찾기 어렵다. 임진강댐의 최적지는...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000013384
45,국제적십자 보고서45년이후 전염병사망 1억5천만명,2000.06.29.,국제적십자사연맹은 28일 발간한 ‘세계 재해 보고서’를 통해 이같이 밝히고 “질병으로 인한 사망자수는 지난해 대규모 희생을 낸 터키 지진과 베네수엘라 홍수 등 자연재해로 인한 사망자의 160배가 넘는다”고...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000013591
46,횡설수설홍찬식난타 전용극장,2000.06.30.,영상매체와 인터넷의 홍수 속에서 문인들의 표정은 어둡기만 하다. 앞으로 문학이 살아남을 수 있을까 하는 위기의식 때문이다. 그도 그럴 것이 현대인에게는 한 컷의 영상이 어떤 뛰어난 문장보다도 감동과 메시지를...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000013675
47,수도권하천 수위변동 서울 홈페이지에 공개,2000.07.05.,서울과 의정부 등 경기지역의 강우량 및 하천 수위를 시시각각 변화하는 상태 그대로 보여주는 홍수정보시스템이 이달초부터 서울시 홈페이지(www.metro.seoul.kr)를 통해 일반에 공개된다. 서울시가 만든 홍수정보...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000014498
48,세계의 불볕더위유럽중동지역 살인더위 공포,2000.07.07.,중국에서도 북부지역에 5개월째 계속되고 있는 가뭄과 40년 만에 최고치를 기록한 더위로 고통을 받고 있는 반면 양쯔(揚子)강 이남지역에서는홍수가 발생해 8만5000㏊의 농경지가 침수되고 수백만명이 수재를 당했다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000015028
49,기고김송희경인운하 건설 서두르자,2000.07.09.,또한 이 사업은 130만명이 사는 굴포천 유역의 홍수 피해 방지를 위한 유일한 방안이기도 하다. 평상시에는 운하로 활용하고 홍수시에는 방수로로 활용할 수 있다니 일석이조의 사업이 아닌가. 일부에서 생태환경문제 등을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000015164
50,수도권한강시민공원에 수세식 화장실 등장,2000.07.10.,이번에 설치된 수세식 화장실은 기존 이동식 화장실에 비해 위생적으로 크게 개선됐을 뿐만 아니라 홍수 때 물 위로 뜰 수있는 ‘부상형 화장실’이어서 관리면에서도 매우 효율적이다. jyw11@donga.com,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000015482
51,지구촌 재해사고 몸살폭탄테러등 100여명 사상,2000.07.10.,홍수는 남부 안캉(安康)현에 집중돼 농경지 1만㏊가 물바다로 변하고 수많은 가옥이 물에 잠겼다. 9일 카타르 수도인 도하의 낮기온은 50도까지 치솟는 등 30여년 만에 최악의 폭염이 기승을 부렸다고 카타르 기상청이...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000015465
52,국회 대정부질문임채정의원 남북경협 관리기구 만들자,2000.07.12.,"건립 △임진강 홍수방지를 위한 치수(治水) 및 말라리아 방역사업공동 추진 등을 제안. 이한동(李漢東)국무총리는 “전적으로 공감한다”며 “경협기구 신설, 물류센터 건립 등을 정부의 재원조달능력과 북한의...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000015955
53,일할 맛 잃었다 공무원사회 방관병 만연,2000.07.12.,건설교통부는 시민단체와 여론에 밀려 동강댐 건설을 백지화한 후 홍수조절용 댐의 타당성을 면밀히... 건설교통부는 시민단체와 여론에 밀려 동강댐 건설을 백지화한 후 홍수조절용 댐의 타당성을 면밀히 조사하고 있다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000016026
54,동강댐 백지화이후래프팅 인파로 쓰레기 몸살,2000.07.17.,영월군 관계자는 이에 대해 “현실적으로 규제 관리가 쉽지 않고 홍수조절댐 논의가 진행중이어서 댐 백지화가 실제 이뤄질지도 장담할 수 없는 상황”이라며 “위로부터 아무런 지침도 받지 못했다”고 말한다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000016744
55,지구 자연 인간환경보존의 현장 빗물관리 시스템,2000.07.17.,독일에 장마는 없지만 만일의경우에는 홍수방지 역할도 가능하다. 빗물은 우선 정원에 주는 허드렛물로... 홍수를 대비한 장치지만 실제로 사용되는 적은 거의 없다. ▼베를린의 도시계획은 민간 엔지니어 작품...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000016816
56,수도권일산 시민단체 등 고봉산 개발반대 운동,2000.07.20.,개발이 예정대로 추진되면 고봉산 자락 해발 70m까지의 임야 10만여평 이상이 깎여나가기 때문에 녹지공간의 축소에 따른 홍수조절 능력 상실 우려가 제기되고 있다. 녹소연 관계자는 “㎡당 5ℓ의 빗물을 저장할 수 있는...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000017444
57,캐릭터는살아있다학교에 날마다 늦지만 제게도 다 이유가,2000.07.21.,사자와 악어와 홍수가 제 앞길을 가로막잖아요. 못 믿으시겠다구요? 그건 사실이 아니라구요? 저희... 학교길의 사자와 악어와 홍수를 너무나 생생한 현실로 여기는 사람이 있는가 하면 너무나 터무니없는 거짓말로 여기는...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=020&aid=0000017527
58,옴부즈맨 칼럼유석춘서비스 속도 느려 답답,2000.07.21.,"그러나 인터넷이라는 하드웨어가 아무리 편리하게 발달해도 그것을 채우는 내용, 소위 ‘콘텐츠’가 사용자의 욕구를 충족시키지 못하면 우리는 불필요한 정보의 홍수에 휩쓸려 괜한 시간과 노력을 낭비하게 된다....",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=020&aid=0000017556
59,강원춘천 세월교 새 명도 떠올라,2000.07.21.,세월교는 소양댐에서 1㎞ 가량 하류에 위치한 잠수교량(홍수 때 잠기는다리)으로 이곳에는 수심 120m의 소양호에서 방류되는 5∼6도의 차가운 물이 늘 흐르고 있어 자연적인 피서지가 되고 있다. 이 때문에 최근 30도를...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000017660
60,수해후 자동차 보험은자연재해도 100 보상,2000.07.23.,개정 이전엔 ‘천재지변’으로 생긴 피해는 보험사의 보상 대상이 아니었지만 지난해부터 홍수 폭우 태풍 등 각종 자연재해도 100% 보상해준다. 또 운행 중 피해를 본 차량만이 보상대상이라는 약관도 개정돼주정차 중...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000017737
61,수해 개발지역에 집중경기 용인주민들 분통,2000.07.23.,콘크리트 구조물과 아스팔트 도로가 이른바 ‘홍수의 고속도로’역할을 한다는 것. 골프장의 경우도 아파트보다는 녹지가 많지만 지표면의 빗물 흡수력이 떨어져 처리해야 할 빗물의 양이 10∼30%나 늘어난다는 것이다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000017790
62,기자의 눈남경현물난리와 당국 팔짱,2000.07.24.,산에 나무가 없으면 산사태가 나고 홍수가 진다는 사실은 삼척동자도 아는 일이다. 학자와 전문가들도 이미 여러 차례 난개발에 따른 비피해를 예고하고 대책을 촉구했지만 정부는 팔짱만 끼고 있었다. 주민 신모씨(51)는...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000017875
63,북한어린이 돕기통일주역 질병 해방 새을 연다,2000.07.25.,한민족복지재단은 91년 평양 제3인민병원 건립에 참여한 ‘사랑의 의료품 나누기 운동’과 95년 8월 북한 홍수 때 수인성 전염병을 막기 위해 22만달러 상당의 의약품을 지원했던 ‘한민족통일준비모임’이 그 모태(母胎)...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000018243
64,인터뷰재난관리청 위트장관 과도한 개발 큰재해불러,2000.07.26.,“홍수 태풍 지진과 같은 천재지변은 어차피 일어나기 마련이지만 과도한 국토개발은 그에 따른 재해를... 물을 흡수하는 스펀지 역할을 해야 하는 녹지와 습지를 콘크리트로 덮다 보니 강물이 늘어나 홍수 피해가...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000018333
65,남북장관급회담합의예상 7개항 내용,2000.07.30.,"6㎞ 중 92㎞만이 남측 지역을 흐르고 있어 상류인 북측 지역에 대한 수방대책 없이는 홍수시 하류의 경기... 임진강 유역에 홍수경보시설을 공동으로 설치하고 하천 준설 및 골재채취, 둑 축조 등 치수사업도 벌이기로...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000019029
66,장외주식 코스닥 등록 앞둔 종목 팔자 홍수,2000.07.31.,거래소와 코스닥시장이 힘없이 무너지면서 장외시장도 급격히 얼어붙고있다. 31일 장외주식 정보제공업체인 코리아밸류에셋에 따르면 코스닥시장이 개인들의 저가매수세에도 불구하고 외국인과 기관들의 매도로...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000019052
